MOLECULE_NAME,y_true,y_pred,residual,std_residual,leverage
129-17-9,-2.783,-1.71726,-1.065739997,-1.8591784,0.406949247
129-43-1,3.52,3.6166131,-0.09661315,-0.168541184,0.298794407
130-15-4,1.755,2.1820512,-0.427051182,-0.744988773,0.442603048
130-95-0,3.16,3.0732896,0.086710367,0.151265827,0.514876659
131-09-9,4.46,4.0689144,0.391085587,0.682246962,0.528559547
131-11-3,1.535,1.7961832,-0.261183228,-0.455632911,0.18592747
131-57-7,3.79,3.0110667,0.778933325,1.358845512,0.49241386
132-22-9,3.38,3.2733746,0.106625443,0.186007582,0.337854231
1321-74-0,3.695,3.622599,0.072401114,0.126303401,0.299765083
133-08-4,3.4,3.2716088,0.128391171,0.223977792,0.193742119
133-13-1,2.4,2.4989102,-0.098910189,-0.172548358,0.225268373
133-53-9,2.8,2.8144426,-0.014442635,-0.025195108,0.140359301
1330-61-6,5.07,4.7727046,0.297295399,0.518630421,0.15146623
134-20-3,1.88,1.8962959,-0.016295905,-0.02842813,0.224933126
134-49-6,1.7,1.4792727,0.220727277,0.385057694,0.207524677
134-85-0,3.748,3.5177689,0.23023114,0.401637138,0.338353224
13463-40-6,3,2.0640543,0.935945749,1.632752947,0.683358061
13466-78-9,4.38,3.93219,0.447810059,0.781202536,0.221710423
135-01-3,3.72,3.1917915,0.528208466,0.921457178,0.260192784
135-02-4,1.72,2.023883,-0.303883104,-0.530122643,0.344857853
135-09-1,0.173,1.0502448,-0.877244808,-1.530349432,0.183182077
135-19-3,2.7,2.825633,-0.125633049,-0.219166262,0.159637617
135-98-8,4.57,4.3920546,0.177945442,0.310424985,0.109150091
13537-82-1,4.36,3.45128,0.908719883,1.585257551,0.34005374
136-77-6,3.45,3.300124,0.14987607,0.261458097,0.341798814
137-19-9,2.32,2.1287167,0.191283293,0.333692802,0.254629832
137-32-6,1.293,1.7713376,-0.478337628,-0.834457737,0.139645903
138-52-3,-1.22,-1.0067444,-0.213255615,-0.372023415,0.477377472
138-86-3,4.57,4.554833,0.015167065,0.026458873,0.163584417
13826-35-2,2.797,2.5773892,0.21961076,0.383109935,0.226579186
138526-69-9,3.2,2.1629667,1.037033272,1.809099653,0.140788073
140-10-3,2.13,1.7558968,0.374103193,0.652621257,0.260103201
140-11-4,1.96,2.3099527,-0.349952736,-0.610490898,0.181175843
140-39-6,2.11,2.228034,-0.118034019,-0.20590979,0.129400595
140-66-9,4.46,3.9949167,0.465083323,0.811335663,0.755203077
140-88-5,1.32,1.3328829,-0.012882881,-0.022474125,0.078935573
14073-97-3,3.05,3.399999,-0.349998903,-0.610571436,0.464631685
141-04-8,4.3,3.9845176,0.315482426,0.550357604,0.362323182
141-16-2,6.2,5.6922274,0.507772636,0.88580697,0.229472398
141-32-2,2.37,2.3537822,0.016217823,0.028291916,0.096388562
141-43-5,-1.31,0.08224425,-1.392244247,-2.428763525,0.063468999
141-78-6,0.73,0.95961094,-0.229610939,-0.4005552,0.097557645
141-79-7,1.7,1.8066436,-0.106643605,-0.186039266,0.245908362
141-82-2,-0.835,-0.9220081,0.087008097,0.151785215,0.252552173
141-93-5,4.44,4.4930897,-0.053089676,-0.092614689,0.227841844
141-97-9,0.257,0.56134707,-0.304347067,-0.530932024,0.223160626
142-19-8,3.97,3.8677602,0.102239819,0.178356881,0.137011937
142-28-9,2,0.7588028,1.241197228,2.165262713,0.163677882
142-29-0,2.47,2.5375628,-0.067562847,-0.117863068,0.232740468
142-62-1,1.907,2.1834133,-0.276413267,-0.482201641,0.081632849
142-68-7,0.95,1.3516951,-0.401695061,-0.700755139,0.213821082
142-82-5,4.66,3.8613327,0.798667345,1.393271418,0.06500883
142-84-7,1.67,1.8954369,-0.225436883,-0.393273579,0.249634209
142-90-5,6.45,6.543531,-0.093530941,-0.163164286,0.116608636
142-92-7,2.87,2.933236,-0.063235884,-0.110314701,0.078613384
142-96-1,3.21,3.1478717,0.062128267,0.108382469,0.201161345
143-08-8,3.77,3.8747368,-0.104736786,-0.182712829,0.036775239
143-24-8,-0.84,-0.9397794,0.099779401,0.174064694,0.429823178
14371-10-9,1.9,1.9477477,-0.047747707,-0.08329565,0.235847812
144-11-6,4.493,4.434066,0.058934181,0.102810401,0.443649453
144-14-9,3.7,3.6536536,0.046346378,0.080851038,0.37341008
144-62-7,-1.255,-0.6193753,-0.635624712,-1.108844312,0.416515149
144-80-9,-0.78,-0.026442267,-0.753557733,-1.314577912,0.172819838
1459-93-4,2.1,1.6248478,0.47515223,0.828900825,0.494758179
146-22-5,2.25,2.0548093,0.195190668,0.3405092,0.3720817
1466-76-8,0.66,0.7030012,-0.043001201,-0.075015393,0.452154496
147-71-7,-0.76,-1.6100712,0.850071182,1.482945169,0.359987739
148-24-3,2.02,1.9978703,0.022129674,0.038605112,0.338413436
14898-79-4,0.61,1.1183499,-0.50834991,-0.886814021,0.134774217
149-30-4,2.41,2.4696255,-0.059625473,-0.104016357,0.999217527
149-32-6,-2.29,-1.6751858,-0.6148142,-1.072540474,0.427306671
150-13-0,0.83,1.2001466,-0.370146556,-0.645718921,0.238993361
150-76-5,1.495,1.6246736,-0.129673605,-0.226214992,0.200312844
151-67-7,2.4,0.9627587,1.43724128,2.507260636,0.092134788
15206-55-0,1.9,1.7979472,0.102052832,0.178030684,0.238031726
1552-42-7,5.27,4.6923223,0.577677746,1.007756104,0.713239178
15588-95-1,2.24,2.1738367,0.066163292,0.115421551,0.312858796
156-08-1,4.1,4.3549843,-0.254984283,-0.44481888,0.209710607
156-43-4,1.24,1.0897298,0.150270214,0.26214568,0.186333305
156-59-2,1.93,1.2476023,0.682397656,1.190439494,0.08154221
156-60-5,2.045,1.2476023,0.797397656,1.391056452,0.08154221
15625-89-5,2.75,2.6193733,0.130626678,0.227877625,0.575445318
1570-64-5,2.935,2.8220136,0.112986383,0.197104213,0.108368538
15950-66-0,3.6,2.9130018,0.686998224,1.198465163,0.065804258
1618-26-4,2.31,1.4646397,0.845360336,1.474727121,0.172417036
1622-61-3,2.507,2.3017821,0.205217869,0.358001605,0.315935562
16251-77-7,1.9,2.344269,-0.444269037,-0.775025241,0.192986309
1634-04-4,1,1.0266566,-0.026656628,-0.046502361,0.191268122
1639-09-4,3.7,4.1997867,-0.499786663,-0.871875477,0.036139954
1643-19-2,0.839,1.611427,-0.77242695,-1.347495171,0.612740025
1658-56-6,-0.546,-1.0635413,0.517541293,0.902848346,0.381899981
16587-71-6,3.9,4.185491,-0.285491085,-0.498037852,0.458363914
1663-39-4,2.31,2.3387685,-0.028768482,-0.050186482,0.259052899
1668-19-5,2.335,2.4464064,-0.111406364,-0.194347877,0.328486614
16969-10-1,2.03,2.1039658,-0.073965759,-0.129032918,0.402485599
17095-24-8,-4.34,-3.9503677,-0.389632311,-0.679711729,0.565925904
1724-39-6,4.18,3.9295728,0.250427179,0.436869034,0.291720658
1731-84-6,4.32,4.1455107,0.174489326,0.304395807,0.052684132
1745-81-9,2.55,2.6317692,-0.08176918,-0.142645949,0.191076333
1746-23-2,4.73,4.6102366,0.119763355,0.208926609,0.214396229
1761-61-1,2.5,1.9370716,0.562928438,0.982026006,0.677579978
17617-23-1,3.8,3.7749262,0.025073814,0.043741151,0.641399282
1777-82-8,2.8,1.9344012,0.865598845,1.510033105,0.128343851
18282-59-2,4.3,3.888331,0.411669064,0.71815474,0.053542054
18479-58-8,3.47,3.4069803,0.063019724,0.109937611,0.22133566
1861-32-1,4.4,3.646207,0.753792906,1.31498817,0.320665357
1867-66-9,2.18,1.945589,0.234411054,0.408928978,0.307928479
1879-09-0,4.08,4.016621,0.063378887,0.11056417,0.13642486
1892-29-1,-0.3,-0.99567986,0.695679855,1.213610227,0.275373918
1896-62-4,2.07,2.2896466,-0.219646626,-0.383172503,0.169888791
1934-21-0,-1.572,-1.1520194,-0.419980618,-0.732654209,0.311524675
1948-33-0,1.725,2.2574565,-0.532456541,-0.928867925,0.151586346
198-55-0,6.3,5.752296,0.547704029,0.955467096,0.405302586
19819-98-8,2.1,1.897363,0.202637053,0.353499383,0.158428988
2004-70-8,1.97,2.3993955,-0.429395466,-0.749078366,0.164091397
2021-28-5,2.73,2.9373026,-0.207302589,-0.36163839,0.118069524
20262-58-2,0.002,-0.24692519,0.24892519,0.43424882,0.999217527
2039-87-4,3.58,3.4208279,0.159172134,0.277675038,0.14988992
2051-49-2,4.45,4.647132,-0.19713192,-0.343895705,0.189123487
2052-15-5,1.435,1.454542,-0.019542041,-0.034090998,0.197659826
206-44-0,5.16,4.8172855,0.342714462,0.597863764,0.257847917
2078-54-8,3.86,3.6507862,0.209213839,0.364972555,0.23750471
208-96-8,3.93,4.020036,-0.090036221,-0.157067762,0.162176491
2082-59-9,3.33,3.2653012,0.064698772,0.112866703,0.20977871
2110-78-3,0.953,0.75862306,0.194376936,0.339089649,0.223595334
21282-97-3,0.9,0.9582784,-0.058278418,-0.101666425,0.278599536
2162-98-3,4.51,4.680433,-0.170432796,-0.29731921,0.126744233
2162-99-4,4.56,4.391256,0.168744144,0.294373364,0.124140562
2163-00-0,3.5,2.9389734,0.561026573,0.978708212,0.12739779
21722-83-8,4.3,3.7362728,0.563727188,0.983419422,0.18061824
2175-90-8,3.43,4.168734,-0.738734074,-1.288718108,0.386347305
218-01-9,5.815,6.118344,-0.30334383,-0.529181881,0.224021937
22004-32-6,2.81,2.7976296,0.012370405,0.021580114,0.289703623
2216-51-5,3.367,3.5204508,-0.15345083,-0.26769425,0.252310675
2222-33-5,3.508,3.5345907,-0.026590721,-0.046387388,0.363138048
22232-71-9,3.7,3.3472977,0.352702332,0.615287554,0.747169264
2315-68-6,3.01,3.3320782,-0.322078218,-0.561863933,0.128158366
5.07.2321,3.4,2.9516397,0.448360348,0.782162513,0.752116768
7.07.2349,4.7,4.118089,0.581910801,1.015140648,0.140173579
2372-21-6,2.5,2.191512,0.308487892,0.538155673,0.154261777
2380-78-1,0.47,0.44371992,0.026280077,0.04584547,0.16471627
2385-85-5,6.89,5.281336,1.608664169,2.806307058,0.719921225
2390-54-7,3.02,3.3655665,-0.345566492,-0.602839116,0.373098268
2399-48-6,0.81,0.96743417,-0.157434168,-0.274643164,0.19629053
2409-55-4,3.8,3.9051614,-0.105161381,-0.183453533,0.134557176
2416-94-6,2.67,2.4449687,0.2250313,0.392566041,0.172342995
2425-85-6,3.7,3.5844324,0.115567636,0.201607197,0.344793171
3.11.2432,3.9,4.4132824,-0.513282394,-0.895418717,0.320338331
24347-58-8,0.88,0.43361673,0.446383272,0.778713514,0.167967523
2437-56-1,6.59,6.832001,-0.242001209,-0.422169968,0.055885276
2439-35-2,0.68,0.66932595,0.010674052,0.018620834,0.211589301
2450-71-7,-0.43,-0.1559041,-0.274095901,-0.478159006,0.323704628
2454-35-5,1.4,2.1347413,-0.734741306,-1.281752744,0.189270863
2455-24-5,1.76,1.5470992,0.212900767,0.371404385,0.213127735
1.10.2459,1.96,2.0525744,-0.092574396,-0.161495598,0.189508835
2460-77-7,4.81,4.2958574,0.51414257,0.89691929,0.780735197
24717-85-9,5.99,5.92191,0.068090191,0.118783017,0.223856562
2499-95-8,3.3,3.3130128,-0.013012838,-0.022700835,0.098016312
25103-58-6,6.2,4.981688,1.218311977,2.1253395,0.255870417
25154-52-3,5.71,5.5170326,0.192967377,0.336630679,0.10495622
2550-26-7,2,2.1142025,-0.114202499,-0.199225722,0.191819309
260-94-6,3.4,3.6127362,-0.212736225,-0.371117342,0.229572826
9.11.2610,-2.05,-2.0216808,-0.028319168,-0.049402655,0.592916464
2611-82-7,-2.267,-1.9975934,-0.269406597,-0.469978538,0.445664658
2650-18-2,-3,-2.721008,-0.278991938,-0.48670012,0.835353918
26537-19-9,4.3,3.6958058,0.604194212,1.054013954,0.157092807
9.12.2687,2.75,2.7530751,-0.003075123,-0.005364537,0.123705897
2702-58-1,1.84,2.0681307,-0.228130732,-0.397972986,0.999217527
2705-87-5,4.28,4.252397,0.02760294,0.048153198,0.252409617
27247-96-7,5.24,4.1024566,1.13754343,1.984439151,0.102823145
2743-38-6,1.01,1.2355424,-0.225542417,-0.393457682,0.816558379
2756-56-1,5,4.6588464,0.341153622,0.595140884,0.247736868
2785-87-7,2.8,2.4512498,0.348750162,0.608393013,0.156862636
27955-94-8,3.88,3.9188106,-0.038810606,-0.067704919,0.611478104
2801-68-5,1.72,1.635618,0.084382029,0.147204051,0.299175122
2855-27-8,6,5.559161,0.440838814,0.769041232,0.465295089
1.02.2861,-3.05,-2.0391002,-1.01089983,-1.763509987,0.657660067
2867-47-2,1.13,1.0773287,0.052671318,0.091884866,0.234722519
287-92-3,3,2.4389734,0.561026573,0.978708212,0.194006189
288-32-4,-0.065,0.2556065,-0.320606502,-0.559296532,0.269447467
288-47-1,0.44,0.96480256,-0.524802563,-0.915515597,0.218763917
2885-00-9,9.12,8.6982565,0.421743507,0.73572956,0.099532384
289-95-2,-0.4,0.17597744,-0.575977439,-1.004789926,0.458275044
291-64-5,4,3.8344343,0.165565729,0.288828634,0.039866501
2935-44-6,0.62,1.3097925,-0.689792519,-1.203339796,0.221151233
2935-90-2,0.9,0.24965395,0.65034605,1.134525617,0.107260852
29590-42-9,3.93,3.9102178,0.019782238,0.034510021,0.127760536
29964-84-9,5.62,5.393689,0.226310844,0.394798201,0.176659909
302-17-0,0.99,1.2925774,-0.302577386,-0.527844823,0.434374896
3048-64-4,3.39,2.9798946,0.410105362,0.71542687,0.273789438
306-08-1,0.33,0.4549044,-0.124904407,-0.21789515,0.314918943
3071-73-6,-0.211,-0.3723119,0.16131189,0.281407832,0.481216603
3087-16-9,0.595,0.5207095,0.074290485,0.129599401,0.631657037
3118-97-6,6.6,5.3669477,1.233052349,2.151054009,0.21570482
31482-56-1,4.38,3.873203,0.506796961,0.884104909,0.476259557
315-22-0,-1.18,-1.2532587,0.073258705,0.127799466,0.485097303
3208-16-0,2.4,1.946191,0.453809047,0.791667742,0.208160849
3209-13-0,0.9,0.6477674,0.252232575,0.440018539,0.35460263
3209-22-1,3.05,2.8786578,0.171342182,0.298905629,0.071938933
328-84-7,4.24,3.332506,0.907494059,1.583119106,0.053067398
329-71-5,1.75,0.85486394,0.895136058,1.561560633,0.999217527
4.09.3316,1.66,1.4886913,0.17130867,0.298847167,0.185469374
334-48-5,4.09,3.9761436,0.113856401,0.198621955,0.073548796
1.05.3351,-1.16,-1.1731153,0.013115253,0.022879498,0.349533928
3386-33-2,9.43,8.649043,0.780956917,1.362375659,0.086567362
339-43-5,1.01,0.7848543,0.225145707,0.392765624,0.214620803
3452-97-9,3.56,3.2099502,0.350049791,0.61066021,0.223258424
352-93-2,1.95,2.141331,-0.191330957,-0.333775953,0.147084299
3570-55-6,2.52,0.96902144,1.55097856,2.705674786,0.168927311
35836-73-8,3.09,3.1057305,-0.015730534,-0.027441842,0.244515364
3597-91-9,3.2,2.9322639,0.267736149,0.467064449,0.18649251
3612-20-2,2.1,1.8562672,0.243732786,0.425190696,0.385563583
3618-62-0,0.3,0.3657517,-0.065751714,-0.114703554,0.531993178
3648-21-3,7.6,7.282594,0.317405796,0.553712915,0.411411534
3658-77-3,0.95,0.310468,0.639532012,1.115660579,0.440273692
3658-80-8,1.94,1.0382015,0.901798549,1.573183316,0.083302875
36653-82-4,6.675,6.9640207,-0.289020729,-0.504195299,0.044927008
367-27-1,1.46,2.0936542,-0.633654156,-1.105406687,0.2442309
3681-71-8,2.7,2.4105265,0.289473486,0.504985131,0.190875282
371-62-0,-0.67,-0.32258022,-0.347419782,-0.606072171,0.2429325
3724-65-0,0.72,1.0970417,-0.377041726,-0.657747513,0.26618855
39255-32-8,2.09,1.8971596,0.192840424,0.33640921,0.167642162
3937-56-2,1.69,1.5753713,0.114628735,0.199969287,0.130439961
40018-26-6,0.127,0.72692055,-0.599920545,-1.046558562,0.692293458
4098-71-9,4.75,4.297875,0.452125072,0.788730057,0.385223605
4101-68-2,6.12,5.209138,0.910862083,1.58899461,0.175422543
41492-05-1,5.4,4.9531727,0.446827316,0.779488146,0.107533255
423-55-2,6.1,4.5995903,1.500409698,2.617457644,0.304556361
431-03-8,-1.34,0.22387658,-1.563876581,-2.728175321,0.343746539
439-14-5,2.847,2.7909675,0.056032536,0.097748494,0.189905642
452-86-8,1.37,1.5591418,-0.189141755,-0.3299569,0.183093782
464-07-3,1.48,2.397706,-0.917706032,-1.600933845,0.208959514
466-97-7,-0.17,-0.076887034,-0.093112966,-0.16243513,0.493324745
466-99-9,0.505,0.8296834,-0.324683423,-0.566408701,0.300818729
4764-17-4,1.64,1.542137,0.097862973,0.170721495,0.357369798
480-40-0,3.52,3.4876099,0.032390137,0.056504441,0.481902834
480-54-6,-1.88,-1.733379,-0.146620994,-0.255779632,0.345318632
481-39-0,1.92,1.8882368,0.031763239,0.055410821,0.448573395
4812-20-8,2.09,2.177075,-0.087074909,-0.151901769,0.162677612
4813-57-4,6.8,6.9459667,-0.145966721,-0.254638256,0.133232256
48145-04-6,2.58,2.051417,0.528582888,0.922110355,0.208640135
486-12-4,3.96,3.4523234,0.507676563,0.885639371,0.502286851
490-79-9,1.74,1.2645359,0.475464096,0.829444874,0.202022831
4901-51-3,4.21,3.6764598,0.533540211,0.930758382,0.083968496
8.11.4940,0.63,1.0831491,-0.453149076,-0.790516426,0.209876182
495-76-1,1.05,1.1978658,-0.147865844,-0.257951267,0.392831444
497-23-4,-0.6,-0.38016516,-0.21983484,-0.383500842,0.193353888
498-00-0,0.42,0.64577526,-0.225775259,-0.393863874,0.229899574
499-75-2,3.49,3.4140067,0.07599329,0.132569936,0.159789297
50-00-0,0.263,1.1923169,-0.92931689,-1.621188932,0.059709745
50-24-8,1.413,1.1667765,0.246223462,0.429535669,0.697604484
50-36-2,2.3,1.9399862,0.360013771,0.628042326,0.344912704
50-48-6,4.913,4.6331162,0.279883755,0.48825589,0.273229241
50-49-7,4.8,4.7843094,0.015690613,0.0273722,0.341592606
50-52-2,5.9,5.8104005,0.089599514,0.15630593,0.306606347
50-53-3,5.24,4.9751287,0.264871349,0.46206682,0.245341291
50-70-4,-2.2,-3.038762,0.838762093,1.463216516,0.217798824
50-78-2,1.187,1.2903215,-0.103321469,-0.180243816,0.170037698
50-81-7,-1.925,-2.085845,0.160844994,0.280593333,0.707583312
50-91-9,-1.24,-1.4552194,0.215219388,0.375449208,0.492972827
501-30-4,-0.64,-0.3377971,-0.302202895,-0.527191525,0.397261275
502-44-3,0.32,1.1196237,-0.799623661,-1.394939706,0.101884759
502-56-7,2.88,2.9452562,-0.065256233,-0.113839191,0.450720215
502-72-7,5.6,5.34757,0.252430058,0.440363045,0.397500398
503-74-2,1.16,1.4333979,-0.273397889,-0.476941328,0.224488052
504-02-9,0.461,0.89532155,-0.434321548,-0.757671893,0.520078437
504-63-2,-1.04,-0.34923324,-0.69076676,-1.205039356,0.176955262
505-29-3,0.77,1.0820949,-0.312094908,-0.544448095,0.347701882
507-20-0,2.38,1.7291137,0.650886302,1.135468085,0.277577259
509-34-2,3.649,3.6470659,0.001934122,0.003374067,0.739110413
51-28-5,1.67,1.691031,-0.021030979,-0.036688444,0.324816168
51-48-9,4,3.3348584,0.665141582,1.160336354,0.999217527
51-79-6,-0.15,0.2497992,-0.399799207,-0.697447831,0.150471039
513-85-9,-0.92,0.43361673,-1.353616728,-2.361377999,0.167967523
513-86-0,0.1,-0.14164345,0.24164345,0.421545859,0.354349646
517-28-2,0.3,0.37415555,-0.074155551,-0.129364009,0.521919288
518-28-5,1.67,1.8364359,-0.166435914,-0.290346667,0.646926478
52-39-1,1.08,1.0986087,-0.018608732,-0.032462846,0.611399567
52-51-7,0.21,0.60766196,-0.397661963,-0.693719419,0.405978162
52-86-8,4.2,3.9765022,0.22349782,0.389890893,0.397794083
520-26-3,0.3,0.21538396,0.084616038,0.14761228,0.856161777
520-36-5,3.02,2.751445,0.268554945,0.468492835,0.497818068
525-82-6,3.56,3.2305124,0.329487619,0.574789598,0.367864994
526-75-0,2.355,2.2235265,0.131473522,0.22935494,0.150847037
527-17-3,2.23,2.0549126,0.175087433,0.305439201,0.662078059
527-60-6,2.73,2.8311517,-0.101151724,-0.176458705,0.223838928
528-29-0,1.69,1.5498282,0.140171828,0.244529093,0.175900738
529-20-4,2.26,2.2181852,0.041814814,0.072945745,0.626706753
5292-45-5,1.78,2.2044964,-0.424496384,-0.74053194,0.318750505
53-03-2,1.173,1.2723638,-0.099363782,-0.173339649,0.697604484
53-19-0,6,5.4551525,0.544847488,0.950483874,0.185002014
53-41-8,3.69,3.6664357,0.023564281,0.041107778,0.617421317
53-70-3,6.5,6.4173436,0.082656384,0.144193671,0.306983262
5307-14-2,2.115,1.9511698,0.163830152,0.285800927,0.116393547
532-03-6,0.44,0.588519,-0.148518977,-0.259090655,0.260433486
532-27-4,1.84,1.4371477,0.402852263,0.702773874,0.254663415
5329-14-6,0.1,0.81562257,-0.715622568,-1.248400196,0.082367136
534-22-5,1.85,1.6352534,0.214746571,0.37462438,0.209686811
534-52-1,2.345,2.3090189,0.03598115,0.062768946,0.323642395
5343-92-0,0.06,0.60960746,-0.549607458,-0.958787619,0.102788678
535-80-8,2.68,2.9148114,-0.234811373,-0.409627333,0.115438878
536-60-7,2.49,2.9412212,-0.451221237,-0.787153321,0.141566084
536-78-7,1.66,1.4454618,0.21453825,0.374260965,0.167804499
536-90-3,0.93,0.41449666,0.51550334,0.899293146,0.430290926
538-93-2,4.68,3.9397707,0.740229301,1.291326526,0.136807782
539-88-8,0.324,0.2515213,0.072478711,0.126438769,0.176724466
5392-40-5,3.105,2.7383301,0.366669874,0.639653867,0.357779961
54-05-7,4.52,4.4018726,0.118127365,0.206072631,0.43694349
54-31-9,2.03,1.8039311,0.226068883,0.3943761,0.348796303
54-42-2,-0.82,-1.139232,0.319232039,0.556898788,0.444519635
540-54-5,2.04,1.7293726,0.310627379,0.541887999,0.082993806
540-59-0,1.93,1.2476023,0.682397656,1.190439494,0.08154221
540-88-5,1.76,1.7914392,-0.031439176,-0.054845494,0.226257462
541-31-1,2.67,2.6922264,-0.02222641,-0.038773867,0.094114484
541-35-5,-0.21,0.5458947,-0.755894682,-1.318654709,0.14079486
541-73-1,3.53,3.0345328,0.495467215,0.86434022,0.054102102
541-85-5,2.76,2.6884687,0.071531305,0.124786025,0.479646941
542-75-6,1.94,1.6283604,0.311639609,0.543653829,0.098320147
543-59-9,2.73,2.9689794,-0.238979359,-0.416898364,0.045618922
544-63-8,6.11,6.1299777,-0.019977703,-0.034851009,0.073234489
54423-67-5,4.6,4.1677237,0.432276344,0.754104044,0.377056463
547-25-1,-4.8,-4.5208483,-0.279151726,-0.486978869,0.539036229
5471-51-2,1.33,1.1576961,0.172303872,0.300583292,0.238992152
55-21-0,0.729,1.380426,-0.651426049,-1.136409671,0.093834929
552-30-7,0.54,0.8792513,-0.339251301,-0.591822295,0.267245825
552-45-4,3.34,2.9149976,0.425002422,0.741414722,0.124636065
5522-43-0,5.06,4.752566,0.307434139,0.536317406,0.205953181
553-86-6,1.347,1.4736316,-0.12663162,-0.220908265,0.142590202
554-12-1,0.827,0.50638145,0.320618548,0.559317545,0.102313733
554-84-7,2,1.9353426,0.06465745,0.112794616,0.181857547
556-08-1,1.31,1.6241919,-0.31419188,-0.548106254,0.322364547
556-24-1,1.82,1.6241668,0.195833154,0.341630013,0.112350698
556-50-3,-2.92,-2.482801,-0.437199039,-0.762691663,0.999217527
556-82-1,0.91,1.547547,-0.637546983,-1.112197705,0.173454536
557-40-4,0.7,0.5859614,0.114038599,0.198939797,0.333717625
557-98-2,2,1.3322607,0.667739272,1.164868012,0.097114714
558-13-4,3.42,2.0112426,1.408757372,2.457570593,0.029531729
558-37-2,3.04,2.4513004,0.588699617,1.026983707,0.269573303
56-23-5,2.767,2.0112426,0.755757372,1.318415172,0.029531729
56-38-2,3.82,3.0253952,0.794604845,1.386184406,0.252561844
56-40-6,-3.21,-1.4396889,-1.770311079,-3.08829933,0.143544397
56-45-1,-3.07,-3.47217,0.402170115,0.701583868,0.283206534
56-49-5,6.42,6.3321533,0.08784668,0.153248119,0.276932016
56-53-1,5.07,5.2505083,-0.180508308,-0.314895893,0.37803237
56-55-3,5.685,5.439982,0.245018063,0.427432855,0.392697856
56-81-5,-1.76,-1.8931835,0.13318347,0.232337935,0.199595032
56-84-8,-3.89,-3.8014998,-0.088500156,-0.154388106,0.390230117
56-85-9,-3.477,-3.1262462,-0.350753786,-0.611888326,0.194212248
56-86-0,-3.69,-3.2821639,-0.407836142,-0.711468226,0.409901631
56-87-1,-3.05,-2.233684,-0.816315937,-1.424059303,0.17650405
5625-37-6,-2.7,-2.8512363,0.151236343,0.263831088,0.402864521
563-12-2,5.073,4.94484,0.128160046,0.223574595,0.445077148
563-47-3,1.98,1.6969045,0.28309546,0.493858695,0.163373359
563-80-4,0.84,0.6383586,0.201641407,0.351762484,0.448423719
565-80-0,1.86,1.2585917,0.601408348,1.049154028,0.515671714
5655-61-8,4.3,4.230919,0.069081116,0.120511681,0.186128156
5675-51-4,3.1,2.9501746,0.14982543,0.261369756,0.128622135
569-65-3,5.8,5.545326,0.254673767,0.444277186,0.567581036
57-11-4,8.23,7.606822,0.623177986,1.087131058,0.096363778
57-13-6,-2.333,-0.50559103,-1.827408965,-3.187906323,0.238492183
57-14-7,-0.4,-0.20176616,-0.198233837,-0.345817994,0.270386997
57-41-0,2.38,3.1722007,-0.79220068,-1.381990351,0.626706753
57-50-1,-3.693,-3.448949,-0.244050901,-0.425745647,0.591467419
57-55-6,-0.92,-0.38589668,-0.534103317,-0.931740719,0.099515365
57-83-0,3.87,4.08838,-0.21837986,-0.380962636,0.344832255
575-43-9,4.44,4.1312385,0.308761539,0.53863305,0.134356011
576-26-1,2.36,2.3349462,0.025053844,0.043706314,0.247181486
579-74-8,1.82,1.983712,-0.163711958,-0.285594739,0.18819645
579-75-9,1.59,1.7351903,-0.145190272,-0.253283745,0.138690979
58-00-4,2.467,2.2631793,0.203820698,0.355564246,0.636497454
58-08-2,-0.07,-0.03867685,-0.03132315,-0.054643087,0.26918488
58-22-0,3.32,3.2791994,0.040800638,0.071176521,0.362191067
58-25-3,2.44,2.6024933,-0.162493286,-0.283468771,0.303099371
58-27-5,2.2,2.3794823,-0.179482269,-0.313105972,0.44800795
58-55-9,-0.01,0.42957732,-0.439577321,-0.766840563,0.999217527
58-73-1,3.27,3.803145,-0.533144932,-0.93006882,0.361971145
58-85-5,0.39,0.25976366,0.130236342,0.227196684,0.280138467
581-89-5,2.78,2.6395457,0.140454321,0.245021901,0.300782297
582-17-2,1.9,1.454015,0.445984983,0.778018701,0.418308195
583-59-5,1.84,1.8732631,-0.033263121,-0.058027357,0.098245827
583-78-8,3.087,2.6711206,0.415879356,0.725499576,0.184515029
584-02-1,1.21,0.832421,0.377578995,0.658684777,0.29835
584-03-2,-0.02,0.18973304,-0.209733043,-0.365878305,0.150375922
584-84-9,3.4,3.4198124,-0.019812441,-0.03456271,0.117942145
5850-86-2,-0.95,0.15790613,-1.10790613,-1.93273702,0.211398044
586-38-9,2.02,1.9516805,0.068319459,0.119182974,0.153181916
586-62-9,4.47,4.0503807,0.419619293,0.732023878,0.217698063
587-98-4,0.137,0.76085615,-0.623856152,-1.088314115,0.294053445
5888-33-5,4.52,4.673825,-0.153824787,-0.268346616,0.28735945
589-18-4,1.58,1.7451721,-0.165172143,-0.288142025,0.121343499
589-92-4,1.38,1.1920059,0.187994127,0.327954869,0.342311214
589-98-0,2.645,3.0945034,-0.449503403,-0.784156567,0.116772076
59-30-3,-2.61,-2.7041047,0.094104662,0.164165139,0.548549599
59-42-7,-0.31,0.5941667,-0.904166696,-1.577314538,0.239635358
59-43-8,-3.93,-3.5361795,-0.393820457,-0.687017931,0.467141526
